Repository,Repo URL,Commit SHA,Commit Date (UTC),Commit URL,File Path,Line,File URL at Commit,Signal,Category,Code Snippet,Short Description
aws-lab-01/algoj,https://github.com/aws-lab-01/algoj,fa2efa842052d40d1dc4d349ef7cd4b79fd69c05,2024-02-01T01:52:54Z,https://github.com/aws-lab-01/algoj/commit/fa2efa842052d40d1dc4d349ef7cd4b79fd69c05,src/main/java/com/lab01/misc/BRCMain.java,7,https://github.com/aws-lab-01/algoj/blob/fa2efa842052d40d1dc4d349ef7cd4b79fd69c05/src/main/java/com/lab01/misc/BRCMain.java#L7,parallelStream(,Parallel Streams,"5: import java.util.stream.Collectors;
   6: 
>> 7: public class BRCMain {
   8:     public static void main(String[] args) throws IOException {
   9:         long startTime = System.currentTimeMillis();",Introduces parallel processing on a stream.
aws-lab-01/algoj,https://github.com/aws-lab-01/algoj,60aa8e39e25ac5f70f9f61d88c647cee726b32d1,2024-01-15T04:10:11Z,https://github.com/aws-lab-01/algoj/commit/60aa8e39e25ac5f70f9f61d88c647cee726b32d1,src/main/java/com/lab01/ds/ArrayMain.java,7,https://github.com/aws-lab-01/algoj/blob/60aa8e39e25ac5f70f9f61d88c647cee726b32d1/src/main/java/com/lab01/ds/ArrayMain.java#L7,ThreadLocal,Concurrency / Parallelism,"5: 
   6: /**
>> 7:  * operation on arrays
   8:  * initialize
   9:  * random access",Introduces a concurrency/parallelism construct.
aws-lab-01/algoj,https://github.com/aws-lab-01/algoj,60aa8e39e25ac5f70f9f61d88c647cee726b32d1,2024-01-15T04:10:11Z,https://github.com/aws-lab-01/algoj/commit/60aa8e39e25ac5f70f9f61d88c647cee726b32d1,src/main/java/com/lab01/misc/StockExchangeMain.java,8,https://github.com/aws-lab-01/algoj/blob/60aa8e39e25ac5f70f9f61d88c647cee726b32d1/src/main/java/com/lab01/misc/StockExchangeMain.java#L8,ThreadLocal,Concurrency / Parallelism,"6: 
   7: /**
>> 8:  *
   9: 
   10:  You work in an electronic exchange. Throughout the day, you receive ticks (trading data) which",Introduces a concurrency/parallelism construct.
Tsunaou/MongoDB-SI-Checker,https://github.com/Tsunaou/MongoDB-SI-Checker,b9f676f5f39b120c5dd73c90af9f7a4fbb0be8e2,2023-04-22T14:36:40Z,https://github.com/Tsunaou/MongoDB-SI-Checker/commit/b9f676f5f39b120c5dd73c90af9f7a4fbb0be8e2,src/main/java/axiom/EXT.java,9,https://github.com/Tsunaou/MongoDB-SI-Checker/blob/b9f676f5f39b120c5dd73c90af9f7a4fbb0be8e2/src/main/java/axiom/EXT.java#L9,parallelStream(,Parallel Streams,"7: import java.util.*;
   8: 
>> 9: public class EXT {
   10:     public static <KeyType, ValueType> boolean check(History<KeyType, ValueType> history) {
   11:         return history.getTransactions().parallelStream()",Introduces parallel processing on a stream.
Tsunaou/MongoDB-SI-Checker,https://github.com/Tsunaou/MongoDB-SI-Checker,b9f676f5f39b120c5dd73c90af9f7a4fbb0be8e2,2023-04-22T14:36:40Z,https://github.com/Tsunaou/MongoDB-SI-Checker/commit/b9f676f5f39b120c5dd73c90af9f7a4fbb0be8e2,src/main/java/axiom/SESSION.java,7,https://github.com/Tsunaou/MongoDB-SI-Checker/blob/b9f676f5f39b120c5dd73c90af9f7a4fbb0be8e2/src/main/java/axiom/SESSION.java#L7,parallelStream(,Parallel Streams,"5: import history.transaction.Transaction;
   6: 
>> 7: public class SESSION {
   8:     public static <KeyType, ValueType> boolean check(History<KeyType, ValueType> history, boolean equalVIS) {
   9:         if (equalVIS) {",Introduces parallel processing on a stream.
Tsunaou/MongoDB-SI-Checker,https://github.com/Tsunaou/MongoDB-SI-Checker,b9f676f5f39b120c5dd73c90af9f7a4fbb0be8e2,2023-04-22T14:36:40Z,https://github.com/Tsunaou/MongoDB-SI-Checker/commit/b9f676f5f39b120c5dd73c90af9f7a4fbb0be8e2,src/main/java/axiom/NOCONFLICT.java,12,https://github.com/Tsunaou/MongoDB-SI-Checker/blob/b9f676f5f39b120c5dd73c90af9f7a4fbb0be8e2/src/main/java/axiom/NOCONFLICT.java#L12,parallelStream(,Parallel Streams,"10: import java.util.stream.IntStream;
   11: 
>> 12: public class NOCONFLICT {
   13:     public static <KeyType, ValueType> boolean check(History<KeyType, ValueType> history, boolean equalVIS) {
   14:         if (equalVIS) {",Introduces parallel processing on a stream.
ongdb-contrib/ongdb-lab-security,https://github.com/ongdb-contrib/ongdb-lab-security,ebde66472d813f72654c948d195c627e2b3511b1,2022-02-25T09:30:13Z,https://github.com/ongdb-contrib/ongdb-lab-security/commit/ebde66472d813f72654c948d195c627e2b3511b1,src/main/java/data/lab/ongdb/security/util/FileUtil.java,15,https://github.com/ongdb-contrib/ongdb-lab-security/blob/ebde66472d813f72654c948d195c627e2b3511b1/src/main/java/data/lab/ongdb/security/util/FileUtil.java#L15,parallelStream(,Parallel Streams,"13: 
   14: import java.io.*;
>> 15: import java.util.*;
   16: import java.util.stream.Collectors;
   17:",Introduces parallel processing on a stream.
ongdb-contrib/ongdb-lab-security,https://github.com/ongdb-contrib/ongdb-lab-security,6f5b39cacd69aad5dca604ceba8b302f329367dd,2022-03-01T09:06:39Z,https://github.com/ongdb-contrib/ongdb-lab-security/commit/6f5b39cacd69aad5dca604ceba8b302f329367dd,src/main/java/data/lab/ongdb/security/common/UserAuthGet.java,13,https://github.com/ongdb-contrib/ongdb-lab-security/blob/6f5b39cacd69aad5dca604ceba8b302f329367dd/src/main/java/data/lab/ongdb/security/common/UserAuthGet.java#L13,parallelStream(,Parallel Streams,"11: import org.neo4j.cypher.ParameterNotFoundException;
   12: 
>> 13: import java.util.*;
   14: import java.util.stream.Collectors;
   15:",Introduces parallel processing on a stream.
ongdb-contrib/ongdb-lab-security,https://github.com/ongdb-contrib/ongdb-lab-security,c1c73d5494a29c4a20dacfa4f08ca2a13ed72f72,2022-02-25T11:03:36Z,https://github.com/ongdb-contrib/ongdb-lab-security/commit/c1c73d5494a29c4a20dacfa4f08ca2a13ed72f72,src/main/java/data/lab/ongdb/security/role/Publisher.java,16,https://github.com/ongdb-contrib/ongdb-lab-security/blob/c1c73d5494a29c4a20dacfa4f08ca2a13ed72f72/src/main/java/data/lab/ongdb/security/role/Publisher.java#L16,parallelStream(,Parallel Streams,"14: import java.util.concurrent.ConcurrentHashMap;
   15: import java.util.function.Function;
>> 16: import java.util.function.Predicate;
   17: import java.util.stream.Collectors;
   18:",Introduces parallel processing on a stream.
ongdb-contrib/ongdb-lab-security,https://github.com/ongdb-contrib/ongdb-lab-security,68052b424f869953071dd628ae1a70a770311e08,2022-03-02T02:54:06Z,https://github.com/ongdb-contrib/ongdb-lab-security/commit/68052b424f869953071dd628ae1a70a770311e08,src/main/java/data/lab/ongdb/security/execute/PublisherProcFunc.java,24,https://github.com/ongdb-contrib/ongdb-lab-security/blob/68052b424f869953071dd628ae1a70a770311e08/src/main/java/data/lab/ongdb/security/execute/PublisherProcFunc.java#L24,parallelStream(,Parallel Streams,"22: import java.util.stream.Collectors;
   23: import java.util.stream.Stream;
>> 24: 
   25: import static org.neo4j.procedure.Mode.WRITE;
   26:",Introduces parallel processing on a stream.
ongdb-contrib/ongdb-lab-security,https://github.com/ongdb-contrib/ongdb-lab-security,c1c73d5494a29c4a20dacfa4f08ca2a13ed72f72,2022-02-25T11:03:36Z,https://github.com/ongdb-contrib/ongdb-lab-security/commit/c1c73d5494a29c4a20dacfa4f08ca2a13ed72f72,src/main/java/data/lab/ongdb/security/role/Reader.java,13,https://github.com/ongdb-contrib/ongdb-lab-security/blob/c1c73d5494a29c4a20dacfa4f08ca2a13ed72f72/src/main/java/data/lab/ongdb/security/role/Reader.java#L13,parallelStream(,Parallel Streams,"11: import java.util.List;
   12: import java.util.Map;
>> 13: import java.util.Objects;
   14: import java.util.stream.Collectors;
   15:",Introduces parallel processing on a stream.
ongdb-contrib/ongdb-lab-security,https://github.com/ongdb-contrib/ongdb-lab-security,4a0a329925d10c7c5172137e0268ba2db23e45bf,2022-03-02T01:47:04Z,https://github.com/ongdb-contrib/ongdb-lab-security/commit/4a0a329925d10c7c5172137e0268ba2db23e45bf,src/main/java/data/lab/ongdb/security/auth/Auth.java,29,https://github.com/ongdb-contrib/ongdb-lab-security/blob/4a0a329925d10c7c5172137e0268ba2db23e45bf/src/main/java/data/lab/ongdb/security/auth/Auth.java#L29,parallelStream(,Parallel Streams,"27: import java.util.stream.Stream;
   28: 
>> 29: import static org.neo4j.procedure.Mode.DBMS;
   30: import static org.neo4j.procedure.Mode.READ;
   31:",Introduces parallel processing on a stream.
ongdb-contrib/ongdb-lab-security,https://github.com/ongdb-contrib/ongdb-lab-security,2a916baee0f23a2314f165e9714580f4b3e16efd,2022-02-25T02:11:37Z,https://github.com/ongdb-contrib/ongdb-lab-security/commit/2a916baee0f23a2314f165e9714580f4b3e16efd,src/main/java/data/lab/ongdb/security/execute/ReaderProcFunc.java,25,https://github.com/ongdb-contrib/ongdb-lab-security/blob/2a916baee0f23a2314f165e9714580f4b3e16efd/src/main/java/data/lab/ongdb/security/execute/ReaderProcFunc.java#L25,parallelStream(,Parallel Streams,"23: import java.util.Objects;
   24: import java.util.stream.Stream;
>> 25: 
   26: import static org.neo4j.procedure.Mode.READ;
   27:",Introduces parallel processing on a stream.
ongdb-contrib/ongdb-lab-security,https://github.com/ongdb-contrib/ongdb-lab-security,c1c73d5494a29c4a20dacfa4f08ca2a13ed72f72,2022-02-25T11:03:36Z,https://github.com/ongdb-contrib/ongdb-lab-security/commit/c1c73d5494a29c4a20dacfa4f08ca2a13ed72f72,src/main/java/data/lab/ongdb/security/common/ParaWrap.java,14,https://github.com/ongdb-contrib/ongdb-lab-security/blob/c1c73d5494a29c4a20dacfa4f08ca2a13ed72f72/src/main/java/data/lab/ongdb/security/common/ParaWrap.java#L14,ConcurrentHashMap,Concurrent Collections,"12: import java.util.function.Predicate;
   13: import java.util.stream.Collectors;
>> 14: 
   15: import static java.lang.String.format;
   16:",Relies on thread-safe collections/queues.
MyCoRe-Org/MyVidCoRe,https://github.com/MyCoRe-Org/MyVidCoRe,61c216e7ec852139863c4bb878c8dbf09dea40e1,2017-10-25T12:55:34Z,https://github.com/MyCoRe-Org/MyVidCoRe/commit/61c216e7ec852139863c4bb878c8dbf09dea40e1,src/main/java/org/mycore/vidconv/frontend/ws/ConverterApplication.java,28,https://github.com/MyCoRe-Org/MyVidCoRe/blob/61c216e7ec852139863c4bb878c8dbf09dea40e1/src/main/java/org/mycore/vidconv/frontend/ws/ConverterApplication.java#L28,parallelStream(,Parallel Streams,"26: import org.apache.logging.log4j.LogManager;
   27: import org.apache.logging.log4j.Logger;
>> 28: import org.glassfish.grizzly.http.HttpRequestPacket;
   29: import org.glassfish.grizzly.websockets.ProtocolHandler;
   30: import org.glassfish.grizzly.websockets.WebSocket;",Introduces parallel processing on a stream.
MyCoRe-Org/MyVidCoRe,https://github.com/MyCoRe-Org/MyVidCoRe,e53a4b9751c3f9ebaac38dcce6045376ca67953e,2017-12-07T14:59:47Z,https://github.com/MyCoRe-Org/MyVidCoRe/commit/e53a4b9751c3f9ebaac38dcce6045376ca67953e,src/main/java/org/mycore/vidconv/plugin/nvmon/NVMonitorPlugin.java,40,https://github.com/MyCoRe-Org/MyVidCoRe/blob/e53a4b9751c3f9ebaac38dcce6045376ca67953e/src/main/java/org/mycore/vidconv/plugin/nvmon/NVMonitorPlugin.java#L40,parallelStream(,Parallel Streams,"38: import javax.xml.bind.annotation.XmlValue;
   39: 
>> 40: import org.apache.logging.log4j.LogManager;
   41: import org.apache.logging.log4j.Logger;
   42: import org.glassfish.grizzly.websockets.WebSocket;",Introduces parallel processing on a stream.
MyCoRe-Org/MyVidCoRe,https://github.com/MyCoRe-Org/MyVidCoRe,fd466d032dd49618adbda649e7dfbcf9e7877f6b,2023-08-12T10:13:37Z,https://github.com/MyCoRe-Org/MyVidCoRe/commit/fd466d032dd49618adbda649e7dfbcf9e7877f6b,src/main/java/org/mycore/vidconv/plugin/subtitle/VoskExtractor.java,31,https://github.com/MyCoRe-Org/MyVidCoRe/blob/fd466d032dd49618adbda649e7dfbcf9e7877f6b/src/main/java/org/mycore/vidconv/plugin/subtitle/VoskExtractor.java#L31,parallelStream(,Parallel Streams,"29: 
   30: import javax.sound.sampled.AudioSystem;
>> 31: import javax.sound.sampled.UnsupportedAudioFileException;
   32: import java.io.BufferedInputStream;
   33: import java.io.IOException;",Introduces parallel processing on a stream.
MyCoRe-Org/MyVidCoRe,https://github.com/MyCoRe-Org/MyVidCoRe,a52d8915e8f011ee5e33946af06ae62d8c9f1272,2019-08-14T12:07:56Z,https://github.com/MyCoRe-Org/MyVidCoRe/commit/a52d8915e8f011ee5e33946af06ae62d8c9f1272,src/main/java/org/mycore/vidconv/plugin/sysmon/SystemMonitorPlugin.java,39,https://github.com/MyCoRe-Org/MyVidCoRe/blob/a52d8915e8f011ee5e33946af06ae62d8c9f1272/src/main/java/org/mycore/vidconv/plugin/sysmon/SystemMonitorPlugin.java#L39,parallelStream(,Parallel Streams,"37: import org.apache.logging.log4j.Logger;
   38: import org.glassfish.grizzly.websockets.WebSocket;
>> 39: import org.glassfish.grizzly.websockets.WebSocketApplication;
   40: import org.glassfish.grizzly.websockets.WebSocketEngine;
   41: import org.mycore.vidconv.common.event.Event;",Introduces parallel processing on a stream.
MyCoRe-Org/MyVidCoRe,https://github.com/MyCoRe-Org/MyVidCoRe,20e0da6080585f1ce3f0c699a84d1917d573ab5d,2019-07-03T08:10:32Z,https://github.com/MyCoRe-Org/MyVidCoRe/commit/20e0da6080585f1ce3f0c699a84d1917d573ab5d,src/main/java/org/mycore/vidconv/common/ClassTools.java,19,https://github.com/MyCoRe-Org/MyVidCoRe/blob/20e0da6080585f1ce3f0c699a84d1917d573ab5d/src/main/java/org/mycore/vidconv/common/ClassTools.java#L19,Stream.of(,Streams,"17:  *
   18:  * You should have received a copy of the GNU General Public License
>> 19:  * along with this program, in a file called gpl.txt or license.txt.
   20:  * If not, write to the Free Software Foundation Inc.,
   21:  * 59 Temple Place - Suite 330, Boston, MA  02111-1307 USA",Uses Java streams for data processing.
MyCoRe-Org/MyVidCoRe,https://github.com/MyCoRe-Org/MyVidCoRe,380f3da64d4600bcf2a184027692b75657fdc34b,2019-08-19T07:50:49Z,https://github.com/MyCoRe-Org/MyVidCoRe/commit/380f3da64d4600bcf2a184027692b75657fdc34b,src/main/java/org/mycore/vidconv/frontend/filter/CORSFilter.java,26,https://github.com/MyCoRe-Org/MyVidCoRe/blob/380f3da64d4600bcf2a184027692b75657fdc34b/src/main/java/org/mycore/vidconv/frontend/filter/CORSFilter.java#L26,Stream.of(,Streams,"24: import javax.annotation.Priority;
   25: import javax.ws.rs.HttpMethod;
>> 26: import javax.ws.rs.Priorities;
   27: import javax.ws.rs.container.ContainerRequestContext;
   28: import javax.ws.rs.container.ContainerResponseContext;",Uses Java streams for data processing.
MyCoRe-Org/MyVidCoRe,https://github.com/MyCoRe-Org/MyVidCoRe,9390681898aee5291b219d931fb2b4ca8cb6ec0a,2019-07-03T08:07:52Z,https://github.com/MyCoRe-Org/MyVidCoRe/commit/9390681898aee5291b219d931fb2b4ca8cb6ec0a,src/main/java/org/mycore/vidconv/common/config/ConfigurationDirSetup.java,27,https://github.com/MyCoRe-Org/MyVidCoRe/blob/9390681898aee5291b219d931fb2b4ca8cb6ec0a/src/main/java/org/mycore/vidconv/common/config/ConfigurationDirSetup.java#L27,Stream.of(,Streams,"25: import java.io.File;
   26: import java.io.FilenameFilter;
>> 27: import java.lang.reflect.InvocationTargetException;
   28: import java.lang.reflect.Method;
   29: import java.net.URL;",Uses Java streams for data processing.
MyCoRe-Org/MyVidCoRe,https://github.com/MyCoRe-Org/MyVidCoRe,c0f349138d6351529183398ea5460d96cbdd88fe,2022-04-04T10:57:53Z,https://github.com/MyCoRe-Org/MyVidCoRe/commit/c0f349138d6351529183398ea5460d96cbdd88fe,src/main/java/org/mycore/vidconv/frontend/filter/CacheFilter.java,38,https://github.com/MyCoRe-Org/MyVidCoRe/blob/c0f349138d6351529183398ea5460d96cbdd88fe/src/main/java/org/mycore/vidconv/frontend/filter/CacheFilter.java#L38,Stream.of(,Streams,"36: 
   37: import jakarta.annotation.Priority;
>> 38: import jakarta.ws.rs.HttpMethod;
   39: import jakarta.ws.rs.Priorities;
   40: import jakarta.ws.rs.Produces;",Uses Java streams for data processing.
MyCoRe-Org/MyVidCoRe,https://github.com/MyCoRe-Org/MyVidCoRe,6137356d04e3e6b16099eef46f55d84748f9c173,2019-11-28T11:07:55Z,https://github.com/MyCoRe-Org/MyVidCoRe/commit/6137356d04e3e6b16099eef46f55d84748f9c173,src/main/java/org/mycore/vidconv/common/util/JsonUtils.java,30,https://github.com/MyCoRe-Org/MyVidCoRe/blob/6137356d04e3e6b16099eef46f55d84748f9c173/src/main/java/org/mycore/vidconv/common/util/JsonUtils.java#L30,Stream.of(,Streams,"28: import java.io.StringReader;
   29: import java.io.StringWriter;
>> 30: import java.net.URL;
   31: import java.util.List;
   32: import java.util.Optional;",Uses Java streams for data processing.
MyCoRe-Org/MyVidCoRe,https://github.com/MyCoRe-Org/MyVidCoRe,6137356d04e3e6b16099eef46f55d84748f9c173,2019-11-28T11:07:55Z,https://github.com/MyCoRe-Org/MyVidCoRe/commit/6137356d04e3e6b16099eef46f55d84748f9c173,src/main/java/org/mycore/vidconv/common/util/EntityFactory.java,46,https://github.com/MyCoRe-Org/MyVidCoRe/blob/6137356d04e3e6b16099eef46f55d84748f9c173/src/main/java/org/mycore/vidconv/common/util/EntityFactory.java#L46,Stream.of(,Streams,"44: import javax.xml.bind.Marshaller;
   45: import javax.xml.bind.PropertyException;
>> 46: import javax.xml.bind.Unmarshaller;
   47: import javax.xml.transform.Source;
   48: import javax.xml.transform.stream.StreamSource;",Uses Java streams for data processing.
MyCoRe-Org/MyVidCoRe,https://github.com/MyCoRe-Org/MyVidCoRe,22e6d3e454447a69b8011be204426214394a4407,2022-03-28T11:41:39Z,https://github.com/MyCoRe-Org/MyVidCoRe/commit/22e6d3e454447a69b8011be204426214394a4407,src/main/java/org/mycore/vidconv/frontend/resource/WidgetResource.java,43,https://github.com/MyCoRe-Org/MyVidCoRe/blob/22e6d3e454447a69b8011be204426214394a4407/src/main/java/org/mycore/vidconv/frontend/resource/WidgetResource.java#L43,Stream.of(,Streams,"41: import jakarta.ws.rs.HEAD;
   42: import jakarta.ws.rs.HeaderParam;
>> 43: import jakarta.ws.rs.Path;
   44: import jakarta.ws.rs.PathParam;
   45: import jakarta.ws.rs.Produces;",Uses Java streams for data processing.
MyCoRe-Org/MyVidCoRe,https://github.com/MyCoRe-Org/MyVidCoRe,22e6d3e454447a69b8011be204426214394a4407,2022-03-28T11:41:39Z,https://github.com/MyCoRe-Org/MyVidCoRe/commit/22e6d3e454447a69b8011be204426214394a4407,src/main/java/org/mycore/vidconv/common/config/Settings.java,19,https://github.com/MyCoRe-Org/MyVidCoRe/blob/22e6d3e454447a69b8011be204426214394a4407/src/main/java/org/mycore/vidconv/common/config/Settings.java#L19,Arrays.stream(,Streams,"17:  *
   18:  * You should have received a copy of the GNU General Public License
>> 19:  * along with this program, in a file called gpl.txt or license.txt.
   20:  * If not, write to the Free Software Foundation Inc.,
   21:  * 59 Temple Place - Suite 330, Boston, MA  02111-1307 USA",Uses Java streams for data processing.
AlexandruGH/Library,https://github.com/AlexandruGH/Library,07569d4dffef2cf572a011ed98a4b8bfb00d132b,2024-11-02T19:40:53Z,https://github.com/AlexandruGH/Library/commit/07569d4dffef2cf572a011ed98a4b8bfb00d132b,src/main/java/mapper/BookMapper.java,12,https://github.com/AlexandruGH/Library/blob/07569d4dffef2cf572a011ed98a4b8bfb00d132b/src/main/java/mapper/BookMapper.java#L12,parallelStream(,Parallel Streams,"10: import java.util.stream.Collectors;
   11: 
>> 12: public class BookMapper {
   13: 
   14:     public static BookDTO convertBookToBookDTO(Book book){",Introduces parallel processing on a stream.
AlexandruGH/Library,https://github.com/AlexandruGH/Library,a62c34513f1c96ed16a8a8e4c5dc39b86bb95ee5,2024-11-14T21:24:48Z,https://github.com/AlexandruGH/Library/commit/a62c34513f1c96ed16a8a8e4c5dc39b86bb95ee5,src/main/java/repository/book/BookRepositoryMock.java,7,https://github.com/AlexandruGH/Library/blob/a62c34513f1c96ed16a8a8e4c5dc39b86bb95ee5/src/main/java/repository/book/BookRepositoryMock.java#L7,parallelStream(,Parallel Streams,"5: import java.util.List;
   6: import java.util.Optional;
>> 7: public class BookRepositoryMock implements BookRepository{
   8:     private final List<Book> books;
   9:",Introduces parallel processing on a stream.
AlexandruGH/Library,https://github.com/AlexandruGH/Library,a62c34513f1c96ed16a8a8e4c5dc39b86bb95ee5,2024-11-14T21:24:48Z,https://github.com/AlexandruGH/Library/commit/a62c34513f1c96ed16a8a8e4c5dc39b86bb95ee5,src/main/java/database/Bootstrap.java,19,https://github.com/AlexandruGH/Library/blob/a62c34513f1c96ed16a8a8e4c5dc39b86bb95ee5/src/main/java/database/Bootstrap.java#L19,Arrays.stream(,Streams,"17: // Script - code that automates some steps or processes
   18: 
>> 19: public class Bootstrap {
   20: 
   21:     private static RightsRolesRepository rightsRolesRepository;",Uses Java streams for data processing.
CCarbon1024/CCarbon1024Wurst,https://github.com/CCarbon1024/CCarbon1024Wurst,53844f2f3dc0bbe01a454ff20d987b8f02ad1c92,2022-04-21T07:55:13Z,https://github.com/CCarbon1024/CCarbon1024Wurst/commit/53844f2f3dc0bbe01a454ff20d987b8f02ad1c92,src/main/java/net/wurstclient/settings/ItemListSetting.java,20,https://github.com/CCarbon1024/CCarbon1024Wurst/blob/53844f2f3dc0bbe01a454ff20d987b8f02ad1c92/src/main/java/net/wurstclient/settings/ItemListSetting.java#L20,parallelStream(,Parallel Streams,"18: import net.wurstclient.keybinds.PossibleKeybind;
   19: import net.wurstclient.util.json.JsonException;
>> 20: import net.wurstclient.util.json.JsonUtils;
   21: import net.wurstclient.util.json.WsonArray;
   22:",Introduces parallel processing on a stream.
CCarbon1024/CCarbon1024Wurst,https://github.com/CCarbon1024/CCarbon1024Wurst,53844f2f3dc0bbe01a454ff20d987b8f02ad1c92,2022-04-21T07:55:13Z,https://github.com/CCarbon1024/CCarbon1024Wurst/commit/53844f2f3dc0bbe01a454ff20d987b8f02ad1c92,src/main/java/net/wurstclient/hacks/PlayerEspHack.java,31,https://github.com/CCarbon1024/CCarbon1024Wurst/blob/53844f2f3dc0bbe01a454ff20d987b8f02ad1c92/src/main/java/net/wurstclient/hacks/PlayerEspHack.java#L31,parallelStream(,Parallel Streams,"29: 
   30: import java.util.ArrayList;
>> 31: import java.util.stream.Collectors;
   32: import java.util.stream.Stream;
   33:",Introduces parallel processing on a stream.
CCarbon1024/CCarbon1024Wurst,https://github.com/CCarbon1024/CCarbon1024Wurst,53844f2f3dc0bbe01a454ff20d987b8f02ad1c92,2022-04-21T07:55:13Z,https://github.com/CCarbon1024/CCarbon1024Wurst/commit/53844f2f3dc0bbe01a454ff20d987b8f02ad1c92,src/main/java/net/wurstclient/settings/BlockListSetting.java,21,https://github.com/CCarbon1024/CCarbon1024Wurst/blob/53844f2f3dc0bbe01a454ff20d987b8f02ad1c92/src/main/java/net/wurstclient/settings/BlockListSetting.java#L21,parallelStream(,Parallel Streams,"19: import net.wurstclient.util.BlockUtils;
   20: import net.wurstclient.util.json.JsonException;
>> 21: import net.wurstclient.util.json.JsonUtils;
   22: import net.wurstclient.util.json.WsonArray;
   23:",Introduces parallel processing on a stream.
CCarbon1024/CCarbon1024Wurst,https://github.com/CCarbon1024/CCarbon1024Wurst,42be209de4ffb06e10b6bf97b426c7a339c12efe,2022-05-20T11:33:54Z,https://github.com/CCarbon1024/CCarbon1024Wurst/commit/42be209de4ffb06e10b6bf97b426c7a339c12efe,src/main/java/net/wurstclient/hacks/TriggerBotHack.java,36,https://github.com/CCarbon1024/CCarbon1024Wurst/blob/42be209de4ffb06e10b6bf97b426c7a339c12efe/src/main/java/net/wurstclient/hacks/TriggerBotHack.java#L36,Stream.of(,Streams,"34: import net.wurstclient.settings.SliderSetting;
   35: import net.wurstclient.util.FakePlayerEntity;
>> 36: 
   37: import java.util.Objects;
   38: import java.util.stream.Stream;",Uses Java streams for data processing.
CCarbon1024/CCarbon1024Wurst,https://github.com/CCarbon1024/CCarbon1024Wurst,53844f2f3dc0bbe01a454ff20d987b8f02ad1c92,2022-04-21T07:55:13Z,https://github.com/CCarbon1024/CCarbon1024Wurst/commit/53844f2f3dc0bbe01a454ff20d987b8f02ad1c92,src/main/java/net/wurstclient/hacks/BowAimbotHack.java,50,https://github.com/CCarbon1024/CCarbon1024Wurst/blob/53844f2f3dc0bbe01a454ff20d987b8f02ad1c92/src/main/java/net/wurstclient/hacks/BowAimbotHack.java#L50,Stream.of(,Streams,"48: import java.util.Comparator;
   49: import java.util.function.ToDoubleFunction;
>> 50: import java.util.stream.Stream;
   51: import java.util.stream.StreamSupport;
   52:",Uses Java streams for data processing.
CCarbon1024/CCarbon1024Wurst,https://github.com/CCarbon1024/CCarbon1024Wurst,53844f2f3dc0bbe01a454ff20d987b8f02ad1c92,2022-04-21T07:55:13Z,https://github.com/CCarbon1024/CCarbon1024Wurst/commit/53844f2f3dc0bbe01a454ff20d987b8f02ad1c92,src/main/java/net/wurstclient/clickgui/components/ComboBoxComponent.java,19,https://github.com/CCarbon1024/CCarbon1024Wurst/blob/53844f2f3dc0bbe01a454ff20d987b8f02ad1c92/src/main/java/net/wurstclient/clickgui/components/ComboBoxComponent.java#L19,Arrays.stream(,Streams,"17: import net.wurstclient.settings.EnumSetting;
   18: import org.lwjgl.opengl.GL11;
>> 19: 
   20: import java.util.Arrays;
   21: import java.util.stream.IntStream;",Uses Java streams for data processing.
CCarbon1024/CCarbon1024Wurst,https://github.com/CCarbon1024/CCarbon1024Wurst,53844f2f3dc0bbe01a454ff20d987b8f02ad1c92,2022-04-21T07:55:13Z,https://github.com/CCarbon1024/CCarbon1024Wurst/commit/53844f2f3dc0bbe01a454ff20d987b8f02ad1c92,src/main/java/net/wurstclient/util/json/WsonArray.java,13,https://github.com/CCarbon1024/CCarbon1024Wurst/blob/53844f2f3dc0bbe01a454ff20d987b8f02ad1c92/src/main/java/net/wurstclient/util/json/WsonArray.java#L13,StreamSupport.stream(,Streams,"11: import com.google.gson.JsonElement;
   12: 
>> 13: import java.util.ArrayList;
   14: import java.util.Objects;
   15: import java.util.stream.Collectors;",Uses Java streams for data processing.
